rhinofluimicil,rhinofluimucil
cardenciel,cardensiel
milleperthuis,millepertuis
rivortil,rivotril
oxomémazine,oxomemazine
zyma,zymad
millerpertuis,millepertuis
quétiapin,quetiapine
lysensia,lysanxia
sertalia,smectalia
nourrison,normison
stederil,stediril
evapar,evepar
roxytromycine,roxithromycine
trophigill,trophigil
tridnordiol,trinordiol
nocerton,nocertone
engérix,engerix
mienesse,minesse
caffea,coffea
zirtec,zyrtec
florygynal,florgynal
feldène,feldene
perlodel,parlodel
oeuphytose,euphytose
chamomilia,chamomilla
nomégestrol,nomegestrol
effizin,effizinc
tétralysal,tetralysal
soluprede,solupred
harpagopytum,harpagophytum
coaaprovel,coaprovel
décapeptyl,decapeptyl
lacmital,lamictal
arpagophytum,harpagophytum
paraxetine,paroxetine
metfomine,metformine
rodogil,rodogyl
dopalgic,topalgic
ethynilestradiol,ethinylestradiol
minese,minesse
cymblalta,cymbalta
exeplion,xeplion
trynordiol,trinordiol
colpotrophin,colpotrophine
hypéricum,hypericum
differin,differine
birodrogyl,birodogyl
amiodorane,amiodarone
cémaflavone,cemaflavone
defalgan,dafalgan
weroquel,xeroquel
bisprolol,bisoprolol
synéedil,synedil
anxieter,anxietum
chlomadinone,chlormadinone
cafeiné,cafeine
tranxènes,tranxene
desorel,desobel
follique,folique
célestamine,celestamine
lisopaine,isoptine
dolirhum,dolirhume
dupahaston,duphaston
thyrosine,thyroxine
beclospi,beclospin
pulmicor,pulmicort
surgeston,surgestone
eméthotrexate,methotrexate
luteny,lutenyl
témestat,temesta
purinéthol,purinethol
picroval,microval
pantoprazol,pantoprazole
leelou,leeloo
allergenes,stallergenes
mnidril,minidril
diazepan,diazepam
metformin,metformine
monazole,monazol
gynergène,gynergene
seroplexe,seroplex
saltrate,caltrate
gyné,gyno
dafalgans,dafalgan
rispéral,risperdal
phamatex,pharmatex
pevary,pevaryl
sollian,solian
léponex,leponex
diprostène,diprostene
mabthéra,mabthera
cymbaltale,cymbalta
serotonine,levotonine
econzazole,econazole
ciali,cialis
levitr,levitra
cylcleane,cycleane
séresta,seresta
abilfy,abilify
profenide,profenid
nozdaz,nordaz
ciprofloxacin,ciprofloxacine
malox,maalox
mnaelle,menaelle
alvesc,alvesco
tanxene,tranxene
tardiferon,tardyferon
valériana,valeriana
sédaspir,sedaspir
rophylac,rhophylac
depakot,depakote
millpertuis,millepertuis
météospasmyl,meteospasmyl
trinordio,trinordiol
pririx,priorix
meliodia,melodia
ceresta,seresta
béconase,beconase
estréva,estreva
déstiner,dostinex
