ID,question
60,aimerais reprendre pilule jasmine tellement peur reprendre poids quelle pilule censer faire prendre poids
61,abilify quoi agit quels recepteurs
62,effexor x mg surmontil jour pensez
63,mère a oeudèmes pieds cheville plante pieds vu prescrire amlor tenoretic combien temps avant cela partent
64,xanax valium sans ordonnance
65,quel moment prend novonorm
66,combien temps faut ressente augmentation dose valium
67,bonjour prends effexor depuis semaine demi aussi très enrhumée fatiguée voir abrutie surtout après midi mal savoir si médicament impression symptome fréquent surtout ça passe contre impression avoir beaucoup moins déprimée dès premier jour peur perdre émotions cela possible quelque pourrait aider
68,sterogyl seulement les adutles
69,bonjour train prendre pillule appelle daily gé a probleme sein toujours gonflés ca fait mal medecin a prescris jasminelle parait possible avoir saignement prennant a quoi ca sert alors sein vont redevenir normaux parce uqe ca fait vraiment mal merci beaucoup
70,solian assome normal
71,enceinte vaccin grippe a
72,sous deroxat souffre secheresse oculaire courant
73,quelque a tout début jasmine énorme poussée acné
74,prenais pilule ludéal gé depuis près ans récemment changée leeloo aujourdhui symptômes nervosité dépression graisse abdominal nausées pensez tout ca
75,souhaiterais savoir quel prix vermifuge humain
76,prends jasmine règles bizarres habituel médicament
77,a médicaments contre agoraphobie
78,oubli pilule microval relation soir oubli
79,help dépendance ixprim
80,quoi puis remplacer engerix
81,copine souffre épine calcanéenne depuis octobre connaissez traitements marchent
82,a medicament peu aider a calmer anxieté car prozac calme vraiment
83,arret mepronizine quels effets
84,puis arrêter microval cours plaquette
85,malade méthotrexate
86,quelle creme mycose génital puis avoir pharmacie sans ordonnance
87,peut porter patch evra continu
88,efferalgan compatible grossesse
89,aimerais savoir les vertus millepertuis favorise mémoire
90,bonjour réveillée dimanche matin urticaire les jambes peu les bras allée voir médecin hier a déduit allergie stresam arrêté traitement dès dimanche matin a prescrit polaramine pris hier soir levant matin vu présent urticaire décolleté les bras les mains bien moins important les jambes quand inquiète normal urticaire continue monter malgré polaramine dois craindre oedème quincke merci
91,voudrai savoir si betaserc serc lectil molécule
92,primperan
93,quel medicament conseillez les nausees
94,aspégic nourrisson epaissit endometre
95,aimerais bien faire cure charbon vegetale parait chabon absorbe tout les medicaments angle donc efficacite meme pilule aimerais savoir si cela vrai
96,quart heure après avoir prix granules gluconate cuivre gouttes silice colloïdale palpitations sent mal
97,saignements pilule melodia prends depuis an mileu plaquette normal
98,peut prescrire zoely tant contraception
99,peut prendre skenan doliprane temps
100,possible avoire les seins gonfle milena
101,varnoline provoque vertiges
102,quelle dose optimale dexorat
103,stilnox entraine cauchemars
104,prennez combien mg seroquel
105,prozac bromazepam quel effet
106,peut prescrire apis stick boiron femme enceinte
107,souffre colopathie fonctionnelle avère seule chose fasse réellement bien les anxiolytiques malheureusement aussi atteint hépatite donc droit type médicament a solution
108,haldol parkinane quels effets secondaires
109,saignements sous méliane
110,surdosage tricilest quel danger
111,utilisé elavil naproxene a petites doses problèmes dos celebrex beaucoup spasme haut dos entre les côtes problème dos dégénéré problèmes anxiété prends moment rivotril soir couché desyrel aussi coucher toujours courbatures bien sûr passe facilement levée crois les médicaments certitude faire
112,quinolone soleil
113,prend depuis an pillule ludeal gé h matin matin oublié prendre pillule viens prendre dc catastrophe h a quelconque risque
114,prend varnoline moins générique qi appelle desogestrel ethinylestradiol a pharmacie a redonné générique comme dab composition tout boite a design fabricant dois inquiéter
115,connaissez équivalent pansement opsite post opératoire
116,préférable prendre matin soir
117,a droit laisser migralgine prontalgine derrière comptoir les étagères bien visible patients
118,prends diane depuis mois deprime rien a rapport
119,polygynax chez patiente sous aldara
120,celebrex existe quels dosages
121,mal muscles os après avoir pris solupred normal
122,magnesia phosphoricum regles très douleureuses
123,quel cas ginseng utile
124,trinordiol grossesse
125,prends melodia depuis ans là ressemble règles arrivent milieu cycle toujours protégée contre éventuelle grossesse
126,pillule diane marche dès première plaquette après mois plus
127,quelle alternative cialis
128,deroxat
129,oubli androcur conseils
130,prends pilule triafemi quand oublie comprimé triphasique ça passe comme monophasique veux dire différents dosages peut enchaîner les plaquettes cas oubli dernière semaine si enchaîne seulement les comprimés dernière couleur toute plaquette
131,vaccin curatif rage toujours danger
132,tanganil megamag effets secondaires
133,comt prendre cerazette ere fois
134,quoi composé doliprane
135,a quoi sert stablon
136,connait rhophylac
137,quels les signes surdosage mysoline
138,rotarix effets secondaires
139,vaccin contre a méningite peut déclencher maladies inflammatoires auto immunes
140,bonjour prends diane depuis ans très bien voudrais arreter prendre contraception quelles les autres pilules néfastes peu toutefois uniquement contraceptives merci bocou
141,hauts bas norset normal
142,quelle durée validité vaccin contre fièvre jaune
143,euphytose médicament placebo
144,vaccin dtp enfin disponible
145,plus règles cause pillule melodia pris depuis mois
146,question medicament
147,a quoi sert chamomilla vulgaris
148,duphaston grossesse
149,phosphorus ch gelsemium ch ca sert a quoi
150,jasminelle meme pillule yasminelle
151,patch climara comment utiliser
152,pharmacienne appelle car souhaiterai savoir pourquoi existe deux dci ibuprofène disponibles ibuprofène teva mg ibuprofène teva santé mg pourquoi a différence prix entre les deux
153,quelle classe thérapeutique seropram
154,quel demie vie adalimumab
155,bonjour bonjour voila utilise depuis peu pilule jours arrêt jours svp aurrais aimée savoir faut faire lorsque a apparition règles durant les sept jours arrêts débuté seconde plaquette attendre e jours faire là complètement perdu car pensais menstruations venu après les jours merci
156,lysanxia a trop problème sevrage
157,jaimerais demander si tercian abilify sulfarlem seroplex donne mal bras
158,peut donner omeprazole chat sous corticoïdes
159,mois microval effets secondaire
160,prends chaque matin mg lexomil quels les effets secondaires
161,surgestone
162,clomid risqué cas fibrome
163,quel vaccin contre méningite
164,normal avoir vomissement prennant ixel
165,connait guronsan
166,gallicum acidum
167,sous effexor week end bu beaucoup verres whisky bout e e commencé sentir très mal pensez effexor a fait cet effet
168,info triafemi
169,enceinte oflocet déconseillé
170,solution contre les réveils nocturnes
171,ludéal h h marge
172,bonjour actuellemnt sous seroplex mg atteinte agoraphobie assez severe ainsi trouble panique depersonalisation traitement depuis plus mois aucunes ameliorations toujours aussi paniqué eloigner domicile quand a domicile mieux peur panique être seule peur nuit tombe etc vis enfer generaliste a dis augmenter seroplex mg ca fais peur pensez
173,prise gélules harpagophytum peut causer augmentation importante diabète patient si oui pourquoi
174,peut proposer irbesartan pendant grossesse
175,pdt combien temps les effets secondaires arrêt deroxat
176,cycleane mycose
177,combien temps dure effet xénical
178,tricilest
179,comparaison relpax imigrane
180,après mois demi seropram citalopram generique sans effet psy a prescrit hier seroplex qq'un peut témoigner propos action
181,les antibiotiques provoquent ils remontées gastriques
182,silicea complexe puis prendre pendant grossesse
183,a version générique cycléane
184,quels vaccin contre cancer col utérus
185,dois prendre solupred cortisone kyste poignet docteur a bien dit sel ni sucre moins possible pourquoi cela
186,sertraline joue libido
187,dois faire opérer poitrine vaut mieux prendre opium ch veille réveil anesthésie
188,pilule desobel gé donne migraines
189,question abilify
190,concerne délivrance tranxène si posologie jour fait
191,lévonorgestrel pris avant ovulation jusque ça peut protèger
192,trimgel depakote
193,prends mianserine atarax soir insomnie ressent effet inverse normal
194,effets norlevo grossesse
195,risque tomber enceinte carlin
196,spotof connaissez
197,quel vaccin faire maintenant dtp plus dispo
198,argile aloe verra utiliser parties intimes
199,générique jasmine
200,essence marron inde où trouver
201,xanax cause
202,clarithromycine ampicilline
203,différence dosage hormone entre méliane mirena implanon
204,dose seropram trop faible
205,souvent prescriptions nebcine celestene gentamicine solumedrol toutes sous formes injectables prescrites ensemble nébulisation toutes hors amm voie aérosol cela a testé après les laboratoires faire
206,faire si oublié daily gé soir
207,xeroquel contre anxiété faible dosage mg quels les effets secondaires
208,a prescrit microval cette pilule effective dès première prise cela fait si commence plaquette alors encore regles
209,deroxat reveille nuit
210,rispéridone chez adulte hyperactif
211,pouvons substituer les prescriptions dexeryl toplexil générique remboursé
212,bonjour sous seropram atarax depuis mois vais mieux concernant attaques panique angoisses parcontre mal dormir surtout crises rires partout rue chez impression devenir débile ris rien meme toute seule devant écran pc les ad
213,risperdal convient parfaitement contre les phobies pensez
214,où mettez patch evra être décolle
215,question minesse pilule mini dosée possible règles viennent sans autant enceinte
216,prenais orgametril maintenant prends surgestone changement pendant premier mois oublié prendre pilule prise h après ensuite saignements pendant jours très légers trouvé règles bizarre fait test grossesse négatifs a chances enceinte
217,xolair amm france
218,colpotrophine peut empêcher nidation ovule endomètre
219,seropram autre antidépresseur
220,haldol a effets secondaires
221,baclofene anxyolitique
222,quelle alternative meningitec cas rupture
223,tres mal a tete donc pris upfen habitude prends doliprane apres avoir pris rendu compte date perception inquiete peu pensez grave
224,quels tisanes maigrir
225,xeplion haut risque parkinsonisme
226,patient a demandé alkylglycerol contenu huile foie requin réguler cholestérol voulant plus prendre statines quil a vraiment cette propriété
227,enceinte vogalib
228,bon prendre corticoïde quand fait vacciner
229,cialis generique a meme composition cialis original
230,a celles utilisent trinordiol effets secondaires
231,traitement cystite simple première intention
232,sterilene cuivre acné
233,visage bouffi cause lexomil
234,faut prendre amoxicilline pendant les repas limiter les effets indésirables
235,utilise patch evra ça inquiete peu fois super nausées maux ventre demande vraiment si enceinte
236,comment les antidiabétiques diminuent ils glycémie
237,pris minesse ere fois bout jours toujours règles cela veut dire cette pilule convient dois encore attendre mois avant savoir
238,diane génériques
239,androcur règles
240,profonde fatigue peut être cause clamoxyl
241,vais prendre pilule minesse aimerais savoir si minesse stop les règles les flux moins abondant tout efficace er jour règles
242,reprends varnoline oubli pourriez aider si tel situation
243,dois prendre amoxicilline x jour commencé traitement hier soir h h cette nuit oublié réveiller donc pris h grave
244,ephedrine remboursée
245,a risque grossesse pendant semaine arrêt diane
246,lyrica
247,traitement umatrope fille mois pouvez dire a long terme si a risques santé
248,dois éviter certains aliments kardegic peur efficacité varie
249,quel version non générique escitalopram
250,les personnes a prendre norfloxacine effets secondaires part photosensibilisation
251,aide bruler maigrir
252,a quoi sert médicament speciafoldine
253,doit arrêter deroxat si a envie bébé
254,subutex dependance o bout combien jours
255,quelques problèmes acné voulais savoir si faisant mettre implant risquais voir affreux boutons réapparaitrent
256,quel type médicament seroplex
257,sous cerazette depuis qq mois mnt depuis semaine environ pertes blanches beaucoup plus abondantes habitude dois inquieter
258,quel vaccin contre cancer col uterus
259,existe générique médicament inexium mg
260,prends melodia mois dernier saignements lors eme semaine plaquette mois ci ça recommence plus belle les saignements vraiment comme petit debut regle plus important a quoi a avis
261,cialis disponible québec
262,peut utiliser phytothérapie traitement insomnie
263,quand faire vaccin neisvac chez nourrisson
264,quels les effets secondaires prozac effexor
265,abilify mg connaissez
266,medecin a prescrit xanax stilnox cependant impression stilnox generique commence a plus faire effet faudrait demande plutot imovane quels les effets secondaires
267,gemzar cisplatine
268,propranolol contre anxiete oui non
269,a déjà réussi diminuer les doses norset dormir normalement
270,quel traitement homéopathique contre les crampes
271,méthadone remplacer contramal
272,prevenar quelle indication
273,quel risque rencontré si accouche avant injection rhophylac
274,souffre urticaire solaire médecin a conseillé calcium mg problème sais si peux trouver ça france quelque peut dire existe médicament générique type si jamais faut ordonnance
275,pilule lendemain cerazette
276,gynéco a fais piqure gonadotrophine depuis hier douleurs ventre personnes peuvent éclaircir peu
277,quoi neisvac
278,épanchement synovie apparu spontanément allée voir homéopathe a prescrit comprimés ribes nigrum folia trop cher découvert bryonia indiqué les épanchements ainsi apis mellifica pensais prendre bryonia ch correct
279,lyrica quelque connait
280,souhaite avoir avis les effets implant
281,existe intéractions entre maxalt propranolol
282,trinordiol sans ordonnance
283,quelles les vaccins possibles durant début grossesse
284,alcool antibiotiques
285,eczema suite prise extranase dois faire
286,sous lodoz
287,gynéco a demandé faire vaccin boostrix diphtérie tétanos coqueluche enceinte semaines pose donc question si dangereux futur bébé
288,diu cuire disponible planning familiale
289,bisoprolol cristers bisoprolol mifumarate peut bien substituer cardensiel bisoprolol fumarate
290,effet ovule lomexin
291,granions cuivre ils reservés adultes
292,advil entraine crampes normalement
293,a risque bébé a naître prendre oméprazole
294,boite paracetamol expirait raisonnable les consommé dangereux
295,les sage femmes droit prescrire pilule contraceptive quelles conditions
296,carence fer quel traitement
297,si mauvaise réaction si complications suivent vaccin contre hépatite b combien temps après injection cela arive moins partir quand peut dire a mauvaise réaction complication
298,fais erreur utilisant nuvaring après avoir mis ème anneau retiré semaine trop tôt sans voir erreur mis autre tout suite entre temps rapports risques a donc risque grossesse risque ecarté vu autre anneau a inséré juste après
299,sevrage seroplex très difficile
300,quel nombre limite bas compression délivrables an
301,fenofibrate provoque prise poids
302,grossesse magnesium autorisé
303,schéma vaccinal habituel mois savez quelle fourchette tolérée entre chaque dose
304,desolee faire chien monde dite cerazette peu faire avoir eruption cutanee corps apres mois prise vue dermato dit allergie a lessive a gel douche savon autre ca fais mois ca dure creme fais rien ca gratte corps ventre bras sous les seins entre les cuisse comme roseole ca fais ca gratte a idee car peu plus drole tout ca merci encore desolee
305,prend pilule minidril depuis mois depuis quasi premier jour prise moral top pleure très souvent a autres moment très heureuse symptomes peuvent etre dus a pilule
306,help dépendance ixprim
307,préparatrice pharmacie demande quelle quantité lactose contenue letrozole eg
308,carence fer faire
309,veratran annee someil
310,orgastoro
311,viens lire notice dit dois prendre yaz après fin pilule holygième alors gynéco a dit prendre er jour règles alors quand dois prendre
312,exomuc déremboursé
313,médecin prescrit depakote parait médicament peut faire grossir ceux prenne grossi
314,depuis pris pillule jasminelle a quelques mois petites taches sang marron sans gravité aujourdhui saignements comme début règles assez léger sais faut fasse
315,a vaccin priorix
316,tranxene augmente appétit donne envi manger
317,vaccin bcg fils mois
318,prends bromazepam combien temps dure effet rebond décrit notice
319,ludéal gé doxy gé & rubozinc bon ménage
320,prend minidril due oublier comprimer pa repris voulais savoir si aret mardi comme habitude si prend ts les comprimes
321,souffre difficultés érection quelque a déjà utiliser reméde homéopathique si oui lequel quels résultats
322,effexor âge
323,enceinte sous traitement gardenal mg problème
324,stresam lexomil
325,danger minolis long terme
326,comment fonctionne colécalciférol
327,peut proposer lercanidipine pendant grossesse
328,trinordiol fait grossir
329,passée sous diu cuivre maintenant plaques rouges boutons les deux joues faire
330,combien temps dure les effets indésirables vaccin ror
331,peut prendre doliprane nurofen meme temps
332,quels les principes actifs stalevo
333,enchaînement plaquettes adepal reprise
334,patiente traitée colpotrophine crème ovules inquiète car urologue mari a préconisé éviter les rapports sexuels pendant traitée colpotrophine éviter affecter les troubles prostatiques mari
335,effexor seresta avlocardyl jr
336,femme utilise belara depuis mois vient annoncer a douleurs sein sens presence petite corps fait mal pouvez dire si ca peux venir pillules belara
337,termine plaquette desobel g dimanche soir vais avoir les règles quelques jours après dire jeudi si rapport sexuels ami pendant cette période quelques jours tout protégée
338,existe coupe fils vendus détail
339,effets secondaires possibles chibroproscar
340,atarax a forte liaison protéines plasmatiques
341,ixel libido quels effets
342,rejet
343,retard règles sous erythrocine normal
344,femme enceinte peut prendre sirop stodal
345,connait remicad
346,mardi vendredi carrement oublier prendre pillules minidril jai fini plaquette dimanche soir encore regles depuis hier soir jai bien mal bas ventre tire impression regles vont arrivés rien pensez risques enceinte oublis
347,peut prendre anxiolytiques temps tilia tomentosa
348,les vitamines cachets font grossir
349,acheté aujourdhui pot spiruline poudre marque flamant vert sais comment utilisé
350,a quoi sert laroxyl
351,temesta remboursé
352,médecin fait changer pilule actuellement a minesse enfin pris dernier comprimé actif hier reste donc les placebo puis commencer jasminelle aujourd'hui
353,mélatonine remboursable
354,vaccin contre hépatite b
355,gel kine prestige quoi dedans
356,microval entraine retard règles
357,laroxyl effets secondaires
358,hyopkaliémie effet indésirable fosfomycine
359,peut écraser les comprimés ropinirole lp les dissoudre eau
360,deroxat paroxétine perimé e risques connus
361,reaction bizarre a josacine allergie
362,acide nitrique ch indications
363,strepsils pilule
364,quel générique deroxat
365,amlodipine peut provoquer dysphonie
366,semaine arret oublié recommencer plaquette suppose vais devoir attendre les prochaines règles recommencer plaquette ca peut prendre temps non
367,puis faire test grossesse semaines après rappor
368,plus diu comporte cuivre plus efficacité augmente cuivre peut aussi etre toxique femme a vraiment aucun risque santé cas exeptionnels
369,piscine après vaccin possible
370,sous daily gé voudrais savoir faut prenne plaquette suivante envers éviter avoir règles
371,quel dosage recommandé effexor
372,cystine selenium
373,prends zoloft depuis semaines pile sens cela fait effet normal quant antidépresseur commence a faire effet
374,prise poids diane
375,mirena remboursée
376,cacit existe comprimés sucer
377,pris norlevo fin matinée tout allait bien jusque a soir palpitations effet inndésirable
378,depuis fille prend clamoxyl très excitée dort quasiment a respiration très rapide normal
379,utrogestan prise poids
380,susi fait poser stérilet cuivre flexi voici semaines a premieres règles depuis pose extremement abondantes fait plusieurs malaises baisses tension cela calme temps
381,fait hier vaccin celui gardasil soir possible boive alcool pensez cela dangereux
382,enceinte prends clamoxyl a til risques
383,diane chez patient antécédent embolie pulmonaire
384,tegretol régulateur humeur
385,morphine possible pendant grossesse
386,question medicament
387,quel risque tomber enceinte cause oubli pilule
388,voila depuis environ semaines g mal o seins pertes blanches picotements ds bas ventre pensez vs ceci pe etre signes grossesse prends stediril comme pillule
389,prend risques santé cardiaque fertilité deja basse prenant pilule
390,effexor norset
391,stablon placebo
392,habitude prendre lexomil souhaite réduire les doses peux couper comprimé meme
393,calconel quelque a infos sujet
394,médecin a prescrit mg prozac place mg paroxetine jour pouvant passer paroxetine prends mg deux qn peut dire les effets mélange
395,bout combien semaines les effets secondaires seropram disparaissent
396,quoi effexor
397,cymbalta a fait perdre poids
398,bonjour voici souci arreté diane mai donc règles devais donc reprendre medecin a fais passer pilule microcosme type minesse commencé prendre mai question sachant èpas pris les comprimés temps les ingérer combien temps protègée dois prendre toute plaquette comprimés merci avance
399,medicament peut melanger solupred ibuprofen
400,stérilet trop grand peut provoquer effets secondaires
401,les feuillets art les dépassements exemple bas contentions pris charge charge patient
402,xanax ixel stilnox les effets er jours partent qd
403,optimizette gros saignements
404,jasmine & jasminelle équivalent
405,prends patch evra depuis plus an environ commis erreur date retirant avant fin semaine ieme patch jous trop tôt les risques élevés
406,puis procurer avlocardyl sans ordonnance
407,hoquet peut être provoqué doxycycline
408,prends tolexine depuis jours constate toujours ovule alors cycle normalement cycles très réguliers cet antibio peut être origine retard psychologique
409,remplacé aerius pdt grossesse
410,melodia dois prendre aussi pendant les règles
411,quand prendre amoxicilline
412,arrêté prozac depus fin mars ensuite problemes sommeil pertes energies maux tête prise poids dépendante prozac
413,faite poser stérilet mirena a jours petites pertes sang ça devrait estomper tout seul bout combien temps
414,pris traitement antibio noroxine pendant jours viens apercevoir enceinte quel risque bébé
415,médecin a prescrit augmentin soigner grippe enceinte semaines inquiète quant effets foetus
416,combien temps deroxat fait effet
417,possible mélanger les injections cervarix gardasil
418,quoi ephedrine
419,comment passer rivotril laroxyl
420,utilise peau visage huile prodigieuse nuxe contenant huile millepertuis ça pourrait avoir effet efficacite pilule
421,triafemi bien mini pillule
422,complètement oublié pillule or rapports tout suite pris pillule oubliée a vraiment risque
423,anesthésie dentaire demandais si pilule contraceptive varnoline etait tout meme efficace
424,pense commencer folliculinum aimerais aidiez dire combien
425,surgestone dangereux
426,prends stilnox depuis années maintenant endors tars normal
427,voudrai avoir renseignement lithium carbonicum
428,petit garçon fait dents semble les granules chamomilla plus indiquées cependant parviens trouver dilution dosage
429,prend pilule triella depuis semaines impression poitrine a déjà grossi plus galbé dure contrairement avant cela va continuer va encore grossir arrêter ls mois venir
430,cycleane libido
431,fait posé stérilet mirena a jours toujours saignements depuis très abondant bien rouge normal
432,deroxat libido zéro
433,bonjour voilà fait maintenant mois prend pilule pendant les premier mois prenais trinordiol mal seins bout semaines prise alors médecin a conseillé autre pilule maintenant prend miniphase encore mal seins seulement certaines périodes sais si pilule autre chose responsable merci éclaircir
434,pilule daily gé
435,mucoviscidose vaccins
436,où acheter tramadol zaldiar ultra ixprim contramal topalgic zamudol supeudol oxycontin methadone morphine oxycodone vicodin oxynorm sans ordonnance ligne france internet
437,encore écoulements après pose stérilet cuivre monalisa mini pendant encore combien temps vais avoir
438,prends diane comment prendre cette pilule ensuite enchaîné plaquettes or fallait marquer pause jours entre deux plaquettes coup sais quoi faire
439,pharmacienne souhaite savoir si bisoprolol cristers bien générique cardensiel car a différence sels chimiques entre les deux
440,prends jasminelle commencé samedi fini plaquette vendredi dernier respecte jours reprend samedi bien ca
441,a prescrit zincum metallicum quel cas utilisé
442,attrapé mega coup soleil car endormie jardin creme apres solaire ni biafine puis appliquer homeoplasmine coup soleil
443,effexor troubles vision permanent
444,fait prendre valaciclovir pendant grossesse entraine conséquence bébé
445,jasminelle nouvelle pilule
446,sous seroplex xanax quel analgésique puis prendre
447,effexor libido
448,bonjour tout monde voilà pri duphaston comprimés faire venir règles car causes street exams déréglé après dernier cachet duphaston e règles ensuite commencé prendre trinordiol jusque plaquette termine règles arrêtées normal contre quand commencé e plaquette trinordiol tout rentré ordre a saignement sinon autre question risque avoir difficultés avoir enfant si prend pilule pendant enfant sachant encore grossesse
449,asthme sirop stodal
450,gygy a donné pillule daily gé prise jours apres retrait sterilene mirena arrivée a fin plaquette regles durant arret repris normalement deuxieme plaquette rien ni regles ni ovulation dois faire
451,savez si deroxat fait grossir
452,deuxieme semaine prise pillule oublie jours durant lequel rapports non protegé quand apperçu repris prise pillule comme si rien denouveau saignement jours cette fois ci viens terminer plaquette regle aujourdhui comme si rien etait passer risque grossesse
453,vais acheter mitosyl lutter contre les rougeurs gland bon choix
454,viens avaler boite entière nordaz croyez ça peut être dangereux
455,oublie pilules durant deuxième semaines faire
456,puis enchainer deux plaquettes afin éviter régles mois ci
457,voudrais commencer cure cystine b entendu dire france prix etait €
458,quelque tres angoisse generale aconit peut aider
459,qlaira sécheresse vaginale changer sterilet
460,prexidine comment utiliser
461,deroxat comment métabolisé
462,nouvelle homeo a demande laisser tomber tous produits homeopathique seule produit retrouve pharmacie naja k quelque connait
463,parait a risque grossesses multiples sous clomid
464,a prescrit medorrhinum doses matin horreur pertes marrons rouges cause médicament
465,sous yaz règles terminées a semaine mas tjrs légères pertes marrons sporting quoi réalité
466,gelsinuim ignatia placebo
467,vaccin prevenar réchauffé inefficace plus risqué
468,fait retiré stérilé cuivre a deux semaines supportant celui ci depuis an demi cela fait deux semaines pertes normale
469,utilise mélodia depuis mois plus regle risque grossesse
470,peut remplacer injection engerix b injections engerix b
471,enceinte semaines démangeaisons niveau vulve demandais si pouvais utilisee creme gyno daktarin
472,voudrais connaitre date commercialisation vaccin contre grippe afin pouvoir vacciner fille plus tot
473,diabétique insulino dépendant médecin a prescrit vaccin antiténanique repevax püis fair injection
474,les inhibiteurs pompe proton
475,utilisation flagyl grossesse possible
476,petite soeur a fait embolie pulmonaire demande si pourrait utiliser nuvaring
477,quelque connaît huiles essentielles comment les utiliser huile choisir tel problème conseils expériences efficacité
478,prise poids sous abilify effet indésirable
479,bonjour voudrais savoir si femme enceinte a déjà pris antibio amoxicilline
480,quoi erythrocine
481,possible prendre oflocet pendant grossesse
482,arrêté pilule trinordiol grosses douleurs ventre nausées mal crane voudrais savoir si effet pilule
483,aimerais savoir si quelque sait bout combien temps pilule varnoline efficace
484,arrêté cycleane a ans là attends règles pouvoir reprendre voudrais savoir combien coûtent les plaquettes maintenant
485,arrêter reprendre antibio dangereux
486,prends minesse oublie prendre comprime milieu plaquette quand fini celle ci a jours reds ​ pensez puisse etre enceinte
487,pris clomid là ça tire les ovaires quand marche cela signifierait enceinte
488,novatrex prise poids
489,pensez peut être accro tetrazepam traitée médicament problème plus temps passe plus prend essayé arrêter prendre souvent irritable recommencé reprendre
490,surdosage paracetamol
491,neoral
492,a quoi servent les protéines
493,les effets secondaires zoloft rares
